session_id,user_id,channel,device,country,session_date,pages_viewed,converted
sess_0907,user_606,email,mobile,SG,22-03-2024,2,0
sess_0908,user_254,paid_search,mobile,US,03-03-2024,2,0
sess_0909,user_588,organic,desktop,SG,14-01-2024,2,0
sess_0910,user_035,email,mobile,US,02-01-2024,5,0
sess_0911,user_464,paid_search,mobile,SG,14-03-2024,1,0
sess_0912,user_224,paid_search,mobile,DE,06-02-2024,4,0
sess_0913,user_686,organic,mobile,UK,01-03-2024,4,0
sess_0914,user_466,organic,desktop,SG,02-03-2024,1,0
sess_0915,user_642,paid_search,mobile,DE,26-02-2024,3,0
sess_0916,user_544,paid_search,desktop,SG,13-02-2024,8,1
sess_0917,user_590,organic,mobile,US,24-01-2024,5,0
sess_0918,user_528,social,desktop,US,07-01-2024,1,0
sess_0919,user_477,direct,desktop,SG,02-02-2024,3,0
sess_0920,user_575,social,mobile,US,02-03-2024,1,0
sess_0921,user_665,social,mobile,AU,15-01-2024,1,0
sess_0922,user_231,paid_search,tablet,UK,09-01-2024,2,0
sess_0923,user_065,organic,desktop,UK,21-02-2024,1,0
sess_0924,user_545,paid_search,mobile,UK,03-03-2024,4,0
sess_0925,user_193,social,mobile,US,10-01-2024,1,0
sess_0926,user_079,email,mobile,US,14-03-2024,3,0
sess_0927,user_534,organic,mobile,DE,21-03-2024,2,0
sess_0928,user_486,direct,mobile,US,28-03-2024,2,0
sess_0929,user_023,organic,mobile,UK,07-01-2024,1,0
sess_0930,user_593,email,mobile,AU,20-01-2024,4,0
sess_0931,user_562,organic,desktop,US,20-01-2024,5,0
sess_0932,user_267,paid_search,mobile,US,13-03-2024,2,0
sess_0933,user_362,organic,mobile,US,08-02-2024,2,0
sess_0934,user_293,organic,tablet,UK,11-01-2024,5,0
sess_0935,user_166,organic,mobile,DE,01-02-2024,2,0
sess_0936,user_379,organic,mobile,US,16-01-2024,3,0
sess_0937,user_152,organic,desktop,US,12-03-2024,3,0
sess_0938,user_415,paid_search,mobile,US,23-02-2024,1,0
sess_0939,user_005,direct,desktop,AU,18-03-2024,2,0
sess_0940,user_486,direct,mobile,UK,17-03-2024,3,0
sess_0941,user_579,email,tablet,DE,20-03-2024,2,0
sess_0942,user_042,social,tablet,US,29-01-2024,4,0
sess_0943,user_457,organic,desktop,US,07-03-2024,2,0
sess_0944,user_228,paid_search,mobile,UK,18-02-2024,5,0
sess_0945,user_694,social,desktop,US,27-02-2024,4,0
sess_0946,user_618,social,mobile,UK,26-02-2024,3,0
sess_0947,user_438,social,tablet,SG,08-02-2024,2,0
sess_0948,user_575,paid_search,mobile,US,16-03-2024,4,0
sess_0949,user_296,organic,desktop,US,24-02-2024,4,0
sess_0950,user_143,organic,desktop,SG,09-02-2024,4,0
sess_0951,user_344,email,desktop,US,13-03-2024,5,0
sess_0952,user_655,organic,tablet,DE,20-03-2024,4,0
sess_0953,user_205,direct,mobile,UK,08-01-2024,2,0
sess_0954,user_600,organic,mobile,UK,19-03-2024,7,1
sess_0955,user_158,organic,desktop,UK,13-01-2024,3,1
sess_0956,user_428,organic,tablet,SG,27-01-2024,3,0
sess_0957,user_505,organic,tablet,UK,21-03-2024,7,1
sess_0958,user_447,direct,mobile,DE,28-01-2024,5,0
sess_0959,user_383,email,desktop,UK,03-02-2024,1,0
sess_0960,user_150,paid_search,desktop,SG,25-03-2024,1,0
sess_0961,user_370,organic,desktop,US,11-01-2024,3,0
sess_0962,user_655,paid_search,tablet,US,21-01-2024,5,0
sess_0963,user_614,direct,mobile,DE,31-01-2024,1,0
sess_0964,user_278,social,mobile,SG,23-01-2024,3,0
sess_0965,user_014,social,desktop,US,11-03-2024,2,0
sess_0966,user_105,organic,mobile,DE,10-01-2024,2,0
sess_0967,user_629,organic,mobile,SG,21-01-2024,5,0
sess_0968,user_428,social,tablet,SG,01-01-2024,1,0
sess_0969,user_357,paid_search,mobile,SG,22-02-2024,4,0
sess_0970,user_536,organic,mobile,SG,27-02-2024,5,0
sess_0971,user_228,social,mobile,DE,29-03-2024,4,1
sess_0972,user_134,organic,desktop,DE,17-03-2024,2,0
sess_0973,user_496,direct,mobile,DE,01-03-2024,1,0
sess_0974,user_608,social,mobile,US,07-02-2024,5,0
sess_0975,user_099,organic,mobile,US,05-01-2024,1,0
sess_0976,user_687,social,tablet,US,30-01-2024,2,0
sess_0977,user_357,paid_search,mobile,SG,06-02-2024,5,0
sess_0978,user_584,paid_search,desktop,DE,06-02-2024,5,0
sess_0979,user_289,organic,desktop,DE,30-03-2024,2,0
sess_0980,user_517,organic,desktop,US,28-02-2024,2,0
sess_0981,user_186,email,mobile,DE,10-01-2024,1,0
sess_0982,user_116,email,tablet,US,28-03-2024,4,0
sess_0983,user_370,social,mobile,UK,30-01-2024,4,0
sess_0984,user_395,social,desktop,US,03-02-2024,1,0
sess_0985,user_232,organic,desktop,US,21-03-2024,4,0
sess_0986,user_488,paid_search,mobile,SG,16-03-2024,1,0
sess_0987,user_406,direct,mobile,US,25-03-2024,1,0
sess_0988,user_605,paid_search,desktop,US,26-01-2024,4,0
sess_0989,user_204,direct,desktop,SG,24-02-2024,3,0
sess_0990,user_512,organic,desktop,AU,15-01-2024,4,0
sess_0991,user_365,organic,desktop,UK,10-03-2024,4,0
sess_0992,user_151,paid_search,desktop,US,29-01-2024,3,0
sess_0993,user_031,social,mobile,US,23-03-2024,2,0
sess_0994,user_392,organic,mobile,US,20-01-2024,2,0
sess_0995,user_677,social,mobile,US,04-02-2024,1,0
sess_0996,user_503,social,desktop,DE,19-01-2024,4,0
sess_0997,user_033,paid_search,mobile,SG,10-01-2024,1,0
sess_0998,user_454,direct,desktop,US,08-01-2024,4,0
sess_0999,user_169,paid_search,mobile,UK,22-01-2024,3,0
sess_1000,user_583,paid_search,mobile,DE,09-02-2024,1,0
